name,class,mass,how,year,lat,lon
Thumb Butte,H3.8,105.0,Found,2008,35.16993,-114.45585
Thurlow,"Iron, IIIAB",5500.0,Found,1888,44.75,-77.58333
Thurman,OC,1959.0,Found,1965,39.52167,-103.16667
Tierra Blanca,Winonaite,860.0,Found,1965,34.93333,-102.01666999999999
Timber Creek,L4,7.0,Found,1982,34.98333,-101.73333000000001
Timber Lake,H3,8660.0,Found,2011,45.425,-101.097
Tinnie,"Iron, IVB",15300.0,Found,1978,33.38333,-105.25
Tishomingo,"Iron, ungrouped",260000.0,Found,1965,34.25,-96.68333
Tlacotepec,"Iron, IVB",71000.0,Found,1903,18.65,-97.55
Tobe,H4,5386.0,Found,1963,37.2,-103.58333
Tokio (a),H5,6600.0,Found,1974,33.21667,-102.63167
Tokio (b),OC,823.0,Found,1974,33.205,-102.65833
Toluca,"Iron, IAB-sLL",3000000.0,Found,1776,19.566670000000002,-99.56667
Tombigbee River,"Iron, IIG",43000.0,Found,1859,32.23333,-88.2
Tomhannock Creek,H5,1500.0,Found,1863,42.88333,-73.6
Tonganoxie,"Iron, IIIAB",11800.0,Found,1886,39.08333,-95.11667
Torreon de Mata,L6,610.0,Found,1983,26.83333,-105.41667
Toulon,H5,1214.5,Found,1962,41.11667,-89.80833
Travis County (a),H5,175400.0,Found,1889,30.3,-97.7
Travis County (b),H4,5900.0,Found,1889,30.555559999999996,-97.95278
Trenton,"Iron, IIIAB",505000.0,Found,1858,43.36667,-88.13333
Tres Castillos,"Iron, ungrouped",150000.0,Found,1992,29.47,-105.8
Trilby Wash,L4,846.0,Found,2005,33.91667,-112.55
Truckton,H5,43.4,Found,1978,38.58139,-104.07667
Tryon,L6,15900.0,Found,1934,41.55,-100.96667
Tucson,"Iron, ungrouped",975000.0,Found,1850,31.85,-110.96667
Tule Draw,H5,2300.0,Found,1981,34.66667,-102.0
Tule Valley,L6,17.69,Found,2001,38.99861,-113.38167
Tule Valley Hardpan 001,L5,5.1,Found,2009,38.943059999999996,-113.37833
Tule Valley Hardpan 002,H5,1.32,Found,2009,38.945,-113.38221999999999
Tulia (a),H3-4,86000.0,Found,1917,34.61667,-101.95
Tulia (b),L6,4800.0,Found,1917,34.53333,-101.7
Tulia (d),H6,17700.0,Found,1981,34.60667,-101.76666999999999
Tulia (iron),Iron,190.0,Found,1969,34.555,-101.63
Tungsten Mountain 001,H4,31.73,Found,2000,39.636109999999995,-117.65472
Tungsten Mountain 002,H6,11.3,Found,2001,39.67357,-117.60432
Tungsten Mountain 003,H4,7.8,Found,2001,39.684490000000004,-117.62071999999999
Tungsten Mountain 004,H6,8.1,Found,2001,39.68444,-117.62021999999999
Tungsten Mountain 005,L6,4.7,Found,2001,39.6844,-117.62007
Tungsten Mountain 006,L6,8.800000000000002,Found,2001,39.68436,-117.62018
Tungsten Mountain 007,H5,44.0,Found,2001,39.685179999999995,-117.62105
Tungsten Mountain 008,H5,7.0,Found,2001,39.68072,-117.62778
Tungsten Mountain 009,H4,31.0,Found,2001,39.68035,-117.62918
Tungsten Mountain 010,H5,13.4,Found,2001,39.68432,-117.62052
Tungsten Mountain 011,CV3,186.52,Found,2003,39.683333000000005,-117.61666699999999
Tungsten Mountain 113,H4/5,4.48,Found,2004,39.67917,-117.62675
Tungsten Mountain 204,H4,41.6,Found,2005,39.67888,-117.62945
Tungsten Mountain 533,H5,25.3,Found,2007,39.68945,-117.62358
Tungsten Mountain 535,H4,26.1,Found,2007,39.68908,-117.62257
Tungsten Mountain 541,H3.8,5.7,Found,2007,39.6884,-117.62422
Tungsten Mountain 542,H5,4.6,Found,2007,39.6872,-117.62618
Tungsten Mountain 543,H4,18.1,Found,2007,39.68938,-117.62031999999999
Tungsten Mountain 563,H5,9.3,Found,2007,39.6772,-117.62858
Tungsten Mountain 572,H6,10.7,Found,2007,39.68105,-117.61325
Tungsten Mountain 573,H4,68.0,Found,2010,39.68973,-117.61822
Tupelo,EL6,280.0,Found,2012,34.24216,-88.77594
Turtle River,"Iron, IIIAB",22390.0,Found,1953,47.6,-94.76666999999999
Twentynine Palms,L,19700.0,Found,1944,34.075,-116.01666999999999
Twin City,"Iron, IAB-ung",5130.0,Found,1955,32.58333,-82.01666999999999
Two Buttes (a),H5,19700.0,Found,1962,37.63333,-102.41667
Two Buttes (b),H,3000.0,Found,1970,37.63333,-102.41667
Twodot,H6,21400.0,Found,1999,46.7,-110.13333
Udall Park,H4,150.0,Found,1985,32.25,-110.83333
Ulysses,H4,3900.0,Found,1927,37.6,-101.25
Umbarger,L6,13000.0,Found,1954,34.95,-102.1175
Union County,"Iron, IC",6800.0,Found,1853,34.75,-84.0
Uruachic,"Iron, IIIAB",13000.0,Found,1989,27.85,-108.23333000000001
Ute Creek,H4,1000.0,Found,1936,36.2,-103.9
Uvalde,H5,8200.0,Found,1915,29.2,-99.76666999999999
Uwharrie,"Iron, IIIAB",72700.0,Found,1930,35.51667,-79.96667
Valentine,L4,2300.0,Found,1942,42.93333,-100.75
Valley Wells,L6,129.9,Found,1929,35.46667,-115.66667
Ventura,"Iron, IAB-ung",7700.0,Found,1953,34.25,-119.3
Venus,H4,1013.0,Found,1960,32.4,-97.08333
Vermillion,"Pallasite, ungrouped",34360.0,Found,1991,39.73633,-96.36133000000001
Vigo Park,L4,35.0,Found,1934,34.68333,-101.38333
Villa Coronado,H5,2900.0,Found,1983,26.75,-105.25
Villa Natamoros,L3.7,156.0,Found,1987,26.75,-105.4
Vulcan,H6,19000.0,Found,1962,50.51667,-113.13333
Waconda,L6,50000.0,Found,1873,39.33333,-98.16667
Wagon Mound,L6,87500.0,Found,1932,35.84083,-104.58583
Wah Wah Valley,L6,9.0,Found,1986,38.67667,-113.30167
Waka,H6,11875.0,Found,1963,36.15,-101.05
Walcott,H5,2000.0,Found,1983,32.4,-101.95
Waldo,L6,1300.0,Found,1937,39.1,-98.83333
Waldron Ridge,"Iron, IAB complex",13600.0,Found,1887,36.63333,-83.83333
Walker County,"Iron, IIAB",74800.0,Found,1832,34.0,-87.16667
Wallapai,"Iron, IID",430000.0,Found,1927,35.8,-113.7
Walltown,L6,1600.0,Found,1956,37.325,-84.71667
Walnut Hill,OC,220.0,Found,1978,43.827,-70.24717
Waltman,L4,23410.0,Found,1948,43.0,-107.16667
Wardswell Draw,L6,3000.0,Found,1976,32.90333,-102.925
Warm Springs Wilderness,H4-6,156.9,Found,2003,34.78698,-114.25052
Washington County,"Iron, ungrouped",5750.0,Found,1927,39.7,-103.16667
Waterville,"Iron, IAB-ung",37125.0,Found,1917,47.767778,-119.87638899999999
Wathena,"Iron, IIAB",566.0,Found,1939,39.81667,-94.91667
Watonga,LL3.1,5025.0,Found,1960,35.833333,-98.4
Waverly,"Iron, IAB-an",4400.0,Found,1983,32.68333,-85.56667
Wayside,H6,23600.0,Found,1973,34.80167,-101.68333
Weatherford,CBa,2000.0,Found,1926,35.5,-98.7
Weaver Mountains,"Iron, IVB",38800.0,Found,1898,34.25,-112.75
Weldona,H4,27700.0,Found,1934,40.35,-103.95
Welland,"Iron, IIIAB",8200.0,Found,1888,43.01667,-79.21667
Wellington,H5,13400.0,Found,1955,34.95,-100.25
Wellman (a),H5,55000.0,Found,1940,33.03333,-102.33333
Wellman (b),OC,343.0,Found,1964,33.025,-102.41667
Wellman (c),H4,45000.0,Found,1964,33.03333,-102.33333
Wellman (d),H,1615.0,Found,1966,33.01667,-102.36667
Wellman (e),H4,959.0,Found,1973,33.678329999999995,-102.315
Wells,LL3.3,4135.0,Found,1985,33.05,-101.93333
West Point,L6,3100.0,Found,1972,33.075,-102.045
Western Arkansas,"Iron, IVA",1750.0,Found,1890,35.0,-94.0
White Elephant,L4,10.4,Found,1997,35.89,-114.20333000000001
White Hills,Mesosiderite,11.7,Found,1999,35.85667,-114.22333
Whitecourt,"Iron, IIIAB",5372.0,Found,2007,53.99916700000001,-115.5975
Whitman,H5,221.0,Found,1937,42.03333,-101.5
Wichita,H6,2367.0,Found,1971,37.59183,-97.21497
Wichita County,"Iron, IAB-MG",145000.0,Found,1836,34.06667,-98.91667
Wickenburg (stone),L6,9200.0,Found,1940,33.96667,-112.73333000000001
Wikieup,H5,372.0,Found,1965,34.7,-113.6
Wilburton,H5,207.8,Found,1940,37.08333,-101.76666999999999
Wild Horse,H5,1360.0,Found,1979,39.41667,-103.2
Wildcat Peak,H5,202.0,Found,1998,32.565329999999996,-111.7255
Wilder,H5,26600.0,Found,1982,43.72444,-116.91167
Wiley,"Iron, IIC",3500.0,Found,1938,38.15,-102.66667
Willamette,"Iron, IIIAB",15500000.0,Found,1902,45.36667,-122.58333
Willard (a),L6,800.0,Found,1978,34.43333,-105.78333
Willard (b),H3.6,12700.0,Found,1934,34.5,-105.83333
Willcox Playa,H4,61.5,Found,1979,32.125,-109.83333
Willcox Playa 002,L6,12.0,Found,2001,32.181670000000004,-109.7895
Willcox Playa 004,L6,19.9,Found,2004,32.14202,-109.82423
Willcox Playa 005,H5,278.4,Found,2004,32.0939,-109.88412
Willcox Playa 006,H6,3.1,Found,2004,32.11288,-109.89265
Willcox Playa 007,L6,62.4,Found,2004,32.18843,-109.84563
Willcox Playa 009,Mesosiderite,160.0,Found,2009,32.07667,-109.8455
Williston,"Iron, IIIAB",7645.0,Found,1962,47.98333,-103.65
Willow Creek,"Iron, IIIE",51000.0,Found,1914,43.46667,-106.76666999999999
Willow Wash,H3.5,552.0,Found,2006,35.37358,-115.34388
Willowbar,L6,2070.0,Found,1971,36.73333,-102.2
Willowdale,H4,3000.0,Found,1951,37.53333,-98.36667
Wilmot,H6,2000.0,Found,1944,37.38333,-96.86667
Wimberley,"Iron, IIIAB",7800.0,Found,1976,29.96667,-98.11667
Winona,Winonaite,24000.0,Found,1928,35.2,-111.4
Winterhaven,Howardite,2100.0,Found,2002,32.95,-114.66666699999999
Withrow,"Iron, IIIAB?",8732.0,Found,1950,47.70667,-119.83
Wolsey,"Iron, IAB-MG",74830.0,Found,1981,44.4,-98.53333
Wood Lake,H4,350.0,Found,2003,45.0,-79.06667
Woodbine,"Iron, IAB-ung",48200.0,Found,1953,42.34667,-90.1675
Wood's Mountain,"Iron, IVA",3867.0,Found,1918,35.68333,-82.18333
Woodward County,H4,45500.0,Found,1923,36.5,-99.5
Wooster,"Iron, IAB-sLL",22700.0,Found,1858,40.76667,-81.95
Wray (a),H4-an,281.7,Found,1936,40.05,-102.2
Wray (b),L5,3884.0,Found,1938,40.33083,-102.19583
Wynyard,H5,3479.0,Found,1968,51.88333,-104.18333
Yanhuitlan,"Iron, IVA",421000.0,Found,1825,17.53333,-97.35
Yelland 001,L6,4.5,Found,2011,39.558009999999996,-114.42715
Yelland Dry Lake,H4,76000.0,Found,2007,39.35067,-114.40783
Yocemento,L4,5920.0,Found,1966,38.9,-99.43333
York (iron),"Iron, IIIAB",835.0,Found,1878,40.75,-97.5
York (stone),L6,1440.0,Found,1928,40.86667,-97.6
Yorktown (Texas),H5,3500.0,Found,1957,28.95,-97.40278
Ysleta,"Iron, ungrouped",140700.0,Found,1914,31.65,-106.18333
Yucca 015,H-metal,3.0,Found,2011,34.8197,-114.2761
Yucca 016,H5,25.9,Found,2011,34.82658,-114.27763
Yucca 017,H5,200.0,Found,2011,34.81923,-114.27735
Zacatecas (1792),"Iron, ungrouped",1000000.0,Found,1792,22.816670000000002,-102.56667
Zaffra,"Iron, IAB-MG",3000.0,Found,1919,35.0,-94.75
Zapaliname,"Iron, IAB-MG",85000.0,Found,1998,25.009439999999998,-100.75
Zapotitlán Salinas,L4,27.7,Found,1984,18.33333,-97.5
Zenda,"Iron, IAB complex",3700.0,Found,1955,42.513329999999996,-88.48944
Zulu Queen,L3.7,200.0,Found,1976,33.98333,-115.68333
