,salary
112280,174927.19
112281,173805.59
112282,172023.51
112283,173432.27
112284,174798.63
112285,173620.91
112286,175880.16
112287,169866.4
112288,172880.59
112289,175604.23
112290,174573.11
112291,170624.56
112292,174138.96
112293,180880.09
112294,174689.8
112295,189067.92
112296,175086.86
112297,173724.06
112298,174440.35
112299,170096.79
112300,179046.76
112301,166325.96
112302,176720.0
112303,177178.85
112304,166444.4
112305,167627.52
112306,160456.78
112307,174217.66
112308,174280.11
112309,182796.83
112310,175734.48
112311,168627.61
112312,173710.33
112313,174186.72
112314,173324.15
112315,167523.81
112316,176984.8
112317,173707.02
112318,170002.7
112319,173558.37
112320,174963.07
112321,166987.68
112322,160206.01
112323,167654.67
112324,174077.28
112325,167297.75
112326,173263.84
112327,167243.66
112328,170310.68
112329,177961.25
112330,173770.32
112331,167632.7
112332,174116.31
112333,167118.69
112334,169089.83
112335,169372.62
112336,169487.78
112337,170685.93
112338,168845.18
112339,169244.87
112340,173174.08
112341,178204.2
112342,177713.94
112343,173168.98
112344,191054.94
112345,173548.95
112346,172971.02
112347,177571.23
112348,166847.5
112349,166907.41
112350,172580.6
112351,191446.1
112352,182504.27
112353,166589.57
112354,177121.84
112355,176554.72
112356,179568.68
112357,166799.75
112358,172383.71
112359,181431.1
112360,174523.84
112361,173309.13
112362,169206.92
112363,177277.17
112364,167872.73
112365,169593.68
112366,173676.03
112367,177610.1
112368,158890.45
112369,177612.65
112370,172936.42
112371,173680.68
112372,177090.63
112373,159315.23
112374,173088.37
112375,167898.98
112376,177111.15
112377,168327.74
112378,166142.8
112379,173131.35
112380,149921.21
112381,178307.96
112382,167879.12
112383,169530.01
112384,171054.21
112385,172558.95
112386,172054.34
112387,172796.94
112388,173007.68
112389,167687.47
112390,168831.48
112391,172034.8
112392,170047.48
112393,168647.54
112394,174749.22
112395,166005.12
112396,166005.04
112397,164246.25
112398,157529.25
112399,175492.79
112400,179770.92
112401,171415.93
112402,170182.11
112403,171819.3
112404,167971.89
112405,176830.11
112406,167962.16
112407,168362.96
112408,176471.78
112409,171658.37
112410,172063.43
112411,168345.95
112412,172039.11
112413,175032.14
112414,176126.78
112415,171512.41
112416,172971.12
112417,166462.87
112418,169655.34
112419,164482.22
112420,169167.47
112421,171594.63
112422,171129.59
112423,167707.2
112424,178217.55
112425,176024.61
112426,166144.74
112427,169413.61
112428,174603.42
112429,174492.66
112430,175416.43
112431,164567.2
112432,157766.89
112433,166441.12
112434,177143.97
112435,175555.24
112436,158607.26
112437,175700.66
112438,172239.91
112439,176077.28
112440,166545.85
112441,165256.31
112442,165256.3
112443,164534.87
112444,175571.28
112445,170975.0
112446,175681.5
112447,171541.57
112448,162533.0
112449,170752.96
112450,170828.79
112451,166768.91
112452,170798.15
112453,164946.95
112454,175297.36
112455,170482.26
112456,164474.35
112457,166893.73
112458,175150.56
112459,175081.55
112460,166999.27
112461,166660.17
112462,166306.8
112463,166788.18
112464,163015.71
112465,174972.8
112466,167054.37
112467,170266.67
112468,170389.98
112469,164471.6
112470,157546.4
112471,177031.71
112472,166751.66
112473,169927.81
112474,171449.39
112475,170551.49
112476,173990.86
112477,166179.54
112478,171165.91
112479,166364.49
112480,166641.58
112481,168660.21
112482,170487.43
112483,166564.4
112484,166673.6
112485,156853.24
112486,171786.89
112487,164408.51
112488,166326.86
112489,163005.75
112490,165607.03
112491,170420.74
112492,169394.54
112493,171128.03
112494,170246.19
112495,169827.44
112496,165536.32
112497,174873.07
112498,176780.6
112499,164896.17
112500,169726.63
112501,167001.9
112502,169759.82
112503,169902.94
112504,166226.07
112505,162810.53
112506,170446.41
112507,165775.29
112508,179023.9
112509,156374.02
112510,169166.39
112511,166465.02
112512,166143.08
112513,173453.2
112514,164518.06
112515,162610.9
112516,166338.91
112517,177291.87
112518,169889.66
112519,163806.13
112520,169412.28
112521,174054.05
112522,166275.19
112523,177287.16
112524,170233.16
112525,164115.01
112526,174162.41
112527,168304.21
112528,169067.71
112529,154688.47
112530,174512.44
112531,169008.56
112532,179127.1
112533,174021.45
112534,168486.96
112535,166900.1
112536,169374.15
112537,172132.66
112538,168470.97
112539,173382.99
112540,154967.02
112541,169371.31
112542,165530.7
112543,169689.91
112544,173230.15
112545,169272.65
112546,168939.61
112547,163188.64
112548,155954.38
112549,171994.61
112550,162744.55
112551,163825.34
112552,173299.6
112553,169558.39
112554,191826.62
112555,164289.53
112556,166950.77
112557,165944.53
112558,164517.22
112559,165845.1
112560,172750.89
112561,155834.01
112562,169364.46
112563,166952.45
112564,172573.22
112565,168916.58
112566,163293.34
112567,172966.35
112568,168386.88
112569,168242.53
112570,172007.15
112571,167577.95
112572,162390.23
112573,161435.61
112574,168255.8
112575,155619.05
112576,161753.11
112577,173511.43
112578,162009.7
112579,172540.74
112580,168529.28
112581,163967.79
112582,171340.51
112583,166398.68
112584,173514.46
112585,163781.98
112586,164036.3
112587,162653.02
112588,168683.48
112589,163736.96
112590,167838.74
112591,163429.07
112592,154966.87
112593,159810.12
112594,168348.48
112595,163463.62
112596,172392.36
112597,168547.05
112598,161332.67
112599,158762.59
112600,153619.04
112601,153619.01
112602,171067.61
112603,162270.25
112604,153619.1
112605,168290.2
112606,167021.31
112607,168079.81
112608,154861.2
112609,171103.64
112610,164120.01
112611,167613.8
112612,163966.06
112613,167574.61
112614,162422.02
112615,171255.08
112616,167651.6
112617,155200.03
112618,154716.4
112619,169958.68
112620,162883.91
112621,173834.74
112622,164605.1
112623,172374.7
112624,163319.84
112625,164450.61
112626,166595.37
112627,171920.13
112628,165729.9
112629,162975.62
112630,171854.94
112631,171140.63
112632,163163.11
112633,164254.01
112634,171759.68
112635,170441.09
112636,158468.27
112637,167169.73
112638,153619.01
112639,153611.63
112640,162178.58
112641,165038.6
112642,170131.92
112643,167755.92
112644,168454.39
112645,167859.22
112646,170821.23
112647,166302.2
112648,162629.88
112649,171515.34
112650,167340.71
112651,167337.81
112652,173073.48
112653,153432.44
112654,171948.87
112655,166629.28
112656,154652.62
112657,166901.61
112658,173976.93
112659,166839.33
112660,164805.01
112661,167117.46
112662,162996.27
112663,168525.64
112664,167014.43
112665,163198.58
112666,160377.61
112667,163757.41
112668,166997.33
112669,171172.76
112670,163720.78
112671,167056.04
112672,161622.04
112673,161622.04
112674,166557.57
112675,166814.96
112676,167073.9
112677,167215.34
112678,160730.15
112679,156411.16
112680,164986.8
112681,160876.37
112682,164729.58
112683,165230.06
112684,153743.57
112685,161422.07
112686,166906.54
112687,171121.67
112688,153619.03
112689,161300.81
112690,160165.19
112691,170701.36
112692,153619.1
112693,153619.04
112694,153619.03
112695,153619.03
112696,153619.04
112697,153619.02
112698,153619.02
112699,153619.01
112700,153619.01
112701,153619.0
112702,153619.0
112703,153619.0
112704,153619.0
112705,164154.0
112706,163288.5
112707,160295.74
112708,171008.28
112709,166119.3
112710,162737.08
112711,157376.21
112712,162990.89
112713,159865.5
112714,166465.43
112715,165610.8
112716,166211.39
112717,153483.34
112718,161323.21
112719,173370.91
112720,167029.85
112721,166087.25
112722,153619.02
112723,168890.35
112724,166732.88
112725,160977.9
112726,160953.5
112727,170177.02
112728,166051.94
112729,153761.09
112730,165159.2
112731,166106.96
112732,169830.56
112733,167781.95
112734,153724.79
112735,165531.85
112736,170283.66
112737,163270.83
112738,153535.67
112739,174983.12
112740,153619.07
112741,153619.06
112742,153619.06
112743,153619.05
112744,153619.04
112745,153619.05
112746,153619.04
112747,153619.04
112748,153619.04
112749,153619.02
112750,153619.02
112751,153619.02
112752,153619.0
112753,153609.73
112754,153609.7
112755,153589.63
112756,161260.68
112757,159941.32
112758,166875.74
112759,173653.64
112760,161796.57
112761,152325.27
112762,162957.81
112763,159443.55
112764,153496.85
112765,165568.59
112766,174323.13
112767,169942.43
112768,165894.82
112769,166247.63
112770,166301.16
112771,166352.89
112772,170037.53
112773,171545.88
112774,164051.73
112775,165509.32
112776,166745.61
112777,165770.53
112778,167226.23
112779,171607.96
112780,165338.32
112781,158012.4
112782,166206.99
112783,154415.77
112784,164477.61
112785,171050.28
112786,165381.35
112787,161225.1
112788,165525.79
112789,168381.26
112790,172043.47
112791,169351.44
112792,169434.37
112793,169910.64
112794,164797.25
112795,165341.07
112796,158743.55
112797,160030.34
112798,165251.75
112799,164712.54
112800,160010.09
112801,168141.7
112802,164629.15
112803,160507.94
112804,165992.04
112805,158339.88
112806,164970.05
112807,163907.33
112808,164229.28
112809,169068.28
112810,162807.52
112811,168699.31
112812,159819.07
112813,168398.72
112814,161817.09
112815,166512.59
112816,158475.96
112817,159756.57
112818,159757.04
112819,162416.78
112820,164835.53
112821,164472.24
112822,169389.67
112823,164015.65
112824,164223.92
112825,167062.97
112826,160801.94
112827,167135.58
112828,159586.68
112829,162707.24
112830,164427.71
112831,163661.54
112832,159617.93
112833,152299.95
112834,169992.49
112835,164568.78
112836,164498.02
112837,162640.52
112838,161871.01
112839,150988.75
112840,164524.4
112841,166799.93
112842,159679.72
112843,160370.09
112844,168938.41
112845,162937.7
112846,158900.15
112847,168363.75
112848,162978.23
112849,159316.61
112850,168340.93
112851,159291.52
112852,164128.16
112853,162377.05
112854,167823.15
112855,158816.69
112856,157945.11
112857,160430.1
112858,157767.01
112859,159852.69
112860,161223.06
112861,167453.29
112862,164558.45
112863,150642.0
112864,173485.34
112865,162552.9
112866,163424.69
112867,171657.43
112868,151385.05
112869,164033.09
112870,150314.73
112871,171122.82
112872,166641.32
112873,164562.08
112874,163413.48
112875,163324.95
112876,163204.74
112877,163829.47
112878,157481.18
112879,164467.86
112880,163671.83
112881,167661.27
112882,186237.42
112883,167991.54
112884,157008.32
112885,158776.9
112886,165258.99
112887,163680.86
112888,167812.93
112889,158690.53
112890,165603.71
112891,168414.55
112892,167595.34
112893,151647.27
112894,158702.27
112895,158670.85
112896,163585.46
112897,162572.15
112898,163401.82
112899,155342.62
112900,168257.13
112901,156162.62
112902,169098.61
112903,165458.04
112904,163025.25
112905,159258.0
112906,162385.23
112907,160366.75
112908,163287.82
112909,163268.08
112910,169364.02
112911,158779.47
112912,160496.85
112913,159097.08
112914,163178.03
112915,158266.56
112916,167579.2
112917,157072.23
112918,163208.2
112919,162963.91
112920,167514.52
112921,166219.31
112922,162955.08
112923,158089.0
112924,165641.28
112925,163149.36
112926,169841.05
112927,158005.58
112928,162151.31
112929,163467.12
112930,159561.41
112931,166694.22
112932,162948.39
112933,162654.19
112934,161869.74
112935,159053.44
112936,166624.63
112937,162023.61
112938,157840.8
112939,159500.25
112940,157789.13
112941,156655.76
112942,157426.72
112943,168294.39
112944,165898.89
112945,166376.98
112946,157666.87
112947,168817.0
112948,165238.58
112949,161960.51
112950,162335.32
112951,157627.27
112952,161241.0
112953,157339.71
112954,162188.25
112955,161562.11
112956,169639.11
112957,157311.52
112958,161555.05
112959,161888.76
112960,160320.82
112961,162092.11
112962,166072.6
112963,166547.09
112964,158809.14
112965,161688.13
112966,161233.72
112967,161372.13
112968,161406.84
112969,159229.37
112970,159915.27
112971,150944.06
112972,163716.63
112973,161806.36
112974,156140.13
112975,157305.77
112976,162947.07
112977,158635.09
112978,161973.91
112979,149832.86
112980,157019.5
112981,161601.54
112982,165077.51
112983,169118.68
112984,157160.29
112985,161409.42
112986,161256.05
112987,161018.55
112988,160840.43
112989,157256.56
112990,154441.24
112991,161045.39
112992,160572.65
112993,157860.52
112994,163719.99
112995,160740.72
112996,149571.34
112997,160313.23
112998,149565.34
112999,149561.4
113000,156733.62
113001,161250.56
113002,165685.74
113003,166216.9
113004,163410.05
113005,181898.09
113006,165196.18
113007,160630.97
113008,156538.24
113009,162835.56
113010,159737.43
113011,155241.76
113012,161528.26
113013,168616.16
113014,168234.61
113015,156545.16
113016,163627.22
113017,165012.93
113018,156275.89
113019,149295.25
113020,165343.98
113021,156429.96
113022,160905.07
113023,157104.7
113024,156347.9
113025,156347.9
113026,164713.45
113027,154958.93
113028,156744.15
113029,156292.02
113030,156594.0
113031,161403.17
113032,160124.63
113033,160485.15
113034,166394.23
113035,155328.35
113036,153735.18
113037,148579.76
113038,165081.45
113039,159809.6
113040,156183.43
113041,165055.17
113042,160267.03
113043,158090.06
113044,168015.69
113045,163052.1
113046,156410.74
113047,165041.73
113048,158821.44
113049,157101.7
113050,169114.56
113051,160456.5
113052,160817.98
113053,147528.08
113054,160211.37
113055,160453.15
113056,159173.18
113057,159865.62
113058,165478.85
113059,164530.52
113060,160691.6
113061,169594.56
113062,161572.02
113063,160105.65
113064,156539.37
113065,159734.23
113066,160607.83
113067,164039.1
113068,157528.87
113069,155233.52
113070,159175.95
113071,155870.14
113072,152230.28
113073,156357.79
113074,160146.35
113075,162842.49
113076,162497.97
113077,160117.1
113078,159620.07
113079,155343.25
113080,155117.7
113081,154958.28
113082,181922.43
113083,162288.31
113084,155308.54
113085,160019.87
113086,163561.85
113087,167733.14
113088,151628.91
113089,155664.71
113090,155651.21
113091,161659.17
113092,158880.45
113093,154530.61
113094,157857.61
113095,148609.31
113096,148426.18
113097,156455.17
113098,155905.43
113099,159874.81
113100,162839.07
113101,163798.65
113102,163783.2
113103,170882.87
113104,164251.62
113105,158185.96
113106,149281.8
113107,158185.74
113108,159155.07
113109,155472.0
113110,157517.57
113111,158498.01
113112,162857.16
113113,164672.34
113114,163635.34
113115,148195.51
113116,159357.64
113117,159111.66
113118,160228.48
113119,159341.98
113120,163008.38
113121,163003.91
113122,148125.2
113123,156817.73
113124,155256.7
113125,159016.2
113126,162407.63
113127,158597.52
113128,159068.9
113129,147470.2
113130,159088.25
113131,158294.03
113132,146701.44
113133,160083.13
113134,154444.29
113135,163206.22
113136,159217.75
113137,155785.12
113138,159210.3
113139,163559.76
113140,156527.75
113141,157829.99
113142,158929.68
113143,166734.98
113144,158952.28
113145,154896.39
113146,161759.69
113147,162996.93
113148,158409.7
113149,158465.17
113150,156716.16
113151,159505.05
113152,161046.41
113153,163231.84
113154,158897.13
113155,163512.72
113156,166998.14
113157,162767.19
113158,164049.57
113159,162872.58
113160,162870.03
113161,158890.42
113162,158489.11
113163,147583.3
113164,154346.0
113165,162809.63
113166,155102.48
113167,161093.57
113168,147061.92
113169,157123.9
113170,160369.2
113171,159725.37
113172,158480.31
113173,157799.0
113174,160355.38
113175,159796.35
113176,162702.5
113177,154626.01
113178,158042.45
113179,157999.42
113180,145653.0
113181,157407.55
113182,147595.15
113183,156186.77
113184,146848.78
113185,147273.46
113186,146741.21
113187,154273.97
113188,158748.36
113189,147220.22
113190,157987.23
113191,157756.23
113192,153242.93
113193,159229.37
113194,158642.08
113195,154746.25
113196,163335.79
113197,157920.73
113198,155212.01
