FMID,MarketName,street,city,County,State,zip,x,y,Website,Facebook,Twitter,Youtube,OtherMedia,Organic,Tofu,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,WildHarvested,updateTime,Location,Credit,WIC,WICcash,SFMNP,SNAP,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time
1004573,Abbeville Farmers Market,118 Trinity Street at Livery Stable,Abbeville,Abbeville,South Carolina,29620,-82.38024200000002,34.177429,,,,,,N,N,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,7/11/2013 1:41:58 PM,Local government building grounds,Y,N,N,Y,N,06/06/2013 to 10/04/2013,Thu: 4:00 PM-8:00 PM;Fri: 7:00 AM-12:00 PM;,,,,,,
1009028,ABBEVILLE FARMERS MARKET,Kirkland Street,Abbeville ,Henry,Alabama,,-85.250365,31.571271000000007,,https://www.facebook.com/pages/Abbeville-Farmers-Market/234180039938887,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/5/2014 7:27:30 PM,,Y,N,N,N,N,06/06/2014 to 07/25/2014,Fri: 3:00 PM-6:00 PM;,,,,,,
1004598,Abbotsford Farmers Market,1011 East Spruce St.,Abbotsford,Clark,Wisconsin,54405,-90.307145,44.94566500000001,,,,,,-,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,5/7/2012 10:47:54 AM,Private business parking lot,N,Y,N,Y,N,May to October,Tue:1:30 PM - 5:30 PM;,,,,,,
1003865,Abbott Northwestern Farmers Market,800 E 28th St,Minneapolis,Hennepin,Minnesota,,-93.2629,44.9556,http://www.iatp.org/minimarkets,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 26 2010 11:24PM,,N,N,N,N,N,,,,,,,,
1002947,Aberdeen Farmers Market,"2nd Ave., S.E. & S. Lincoln Street",Aberdeen,Brown,South Dakota,57401,-98.4866,45.4631,http://www.dakotaflavor.com/category.asp?catid=12,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1004031,Abilene Farmers Market,East 1st & Buckeye St.,Abilene,Dickinson,Kansas,67410,-97.2139,38.9153,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1010487,Abingdon Farmers Market,Corner of Remsburg Drive & Cummings St,Abingdon ,Washington,Virginia,24210,-81.977094,36.708934,http://www.abingdonfarmersmarket.com,https://www.facebook.com/abingdonfarmersmarket,,,,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3/2/2016 10:20:28 AM,,Y,N,N,Y,Y,04/16/2016 to 11/22/2016,Tue: 3pm-6pm;Sat: 8am-1pm;,11/26/2016 to 12/24/2016,Sat: 10:00 AM-12:00 PM;,01/02/2016 to 04/09/2016,Sat: 10:00 AM-12:00 PM;,,
1000065,Abingdon Square Greenmarket,W12 St. & 8th Ave,New York,New York,New York,10014,-74.00528,40.737177,http://www.grownyc.org,https://www.facebook.com/ManhattanGreenmarkets,,,,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,7/24/2013 10:36:51 AM,Other,Y,Y,Y,Y,Y,01/01/2013 to 12/31/2013,Sat: 8:00 AM-2:00 PM;,,,,,,
1006988,Abington,362 Plymouth Street,Abington,Plymouth,Massachusetts,02351,-70.9369,42.119,http://www.abingtonsage.com,,,,,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,3/14/2014 10:44:35 AM,Local government building grounds,N,N,N,N,N,07/13/2013 to 09/21/2013,Sat: 9:00 AM-12:00 PM;,,,,,,
1007070,Abington Farmers Market,12055 Rose Drove,Clarks Summit,Lackawanna,Pennsylvania,,-75.7746,41.425,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1011313,Abita Springs Farmers Market,22049 Main St.,Abita Springs,St. Tammany,Louisiana,70420,-90.03891290000001,30.4793215,,https://www.facebook.com/pages/Abita-Springs-Farmers-Market/480144062040727,,,,-,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y,6/30/2016 1:50:15 PM,,Y,Y,N,Y,Y,01/01/2016 to 12/01/2016,Sun: 12:00 AM-4:00 PM;,,,,,,
1004762,ABQ Uptown Growers' Market,NE parking lot of ABQ Uptown shopping center,Albququerque,Bernalillo,New Mexico,,-106.565838,35.103988,http://www.abquptowngrowersmarket.org,,,,,-,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,6/5/2014 2:51:15 PM,Other,Y,Y,N,Y,Y,10/25/2014 to ,Sat: 7:00 AM-12:00 PM;,,,,,,
1009543,ABV Farm Market,690 Allegheny Road,Mount Bethe,,Pennsylvania,18343,-75.0998,40.8743,http://www.appleblossomvillage.com/,https://www.facebook.com/pages/Apple-Blossom-Village/105223639518965,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,,Y,N,N,N,N,,,,,,,,
1002108,Acadia Farmers' Market in Town Hill,,Town Hill,Hancock,Maine,,-68.9716,44.5908,,www.Facebook.com/AcadiaFarmersMarket,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1007575,Acadiana Farmers Market,801 Foreman Drive,Opelousas,Lafayette,Louisiana,70570,-92.0634,30.2147,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,,N,N,N,N,N,,,,,,,,
1005122,Ace Farmers Market,115 Black River Blvd,Rome,Oneida,New York,,-75.4541,43.2098,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,,N,N,N,N,N,,,,,,,,
1008461,Acme Ranch Truck Patch,RR1 Box 146,Birch Tree,Shannon,Missouri,65438,-91.492638,36.991165,http://agrimissouri.com/mo-grown/grodetail.php?type=mo-grown&ID=1877,,,,,-,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,6/25/2013 3:20:55 PM,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,N,,Mon: 9:00 AM-5:00 PM;Tue: 9:00 AM-5:00 PM;Wed: 9:00 AM-5:00 PM;Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-5:00 PM;Sat: 9:00 AM-5:00 PM;,,,,,,
1011180,Acreage Green Market,6701 140th Ave. North,Loxahatchee,Palm Beach,Florida,33470,-80.263351,26.775639,http://Www.AcreageGreenMarket.com,https://www.facebook.com/AcreageGreenmarket,,,,-,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,5/21/2015 2:02:58 AM,,Y,N,N,N,N,05/31/2015 to 05/29/2016,Sun: 9:00 AM-2:00 PM;,06/07/2015,Sun: 9:00 AM-1:00 PM;,,,,
1003469,Acton-Boxborough Farmers Market,1 Pearl St,Acton,Middlesex,Massachusetts,01720,-71.47415,42.47518,http://www.ABFarmersMarket.org,,,,,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,5/24/2012 1:08:35 PM,Closed-off public street,N,Y,N,Y,Y,"June 19, 2012 to October 21, 2012",sun:10:00 AM - 1:00 PM;,,,,,,
1003112,Acushnet Farmers Market ,186 Leonard Street,Acushnet,Bristol,Massachusetts,02743,-70.900663,41.720547,http://www.acushnetfarmersmarket.com,https://www.facebook.com/pages/Acushnet-Farmers-Market/104135469618299,https://twitter.com/eventsonthefarm,,http://instagram.com/Acushnetfarmersmarket,-,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,6/29/2016 4:28:39 PM,,Y,Y,N,Y,Y,06/04/2016 to 09/24/2016,Sat: 9:00 AM-1:00 PM;,,,,,,
1007519,Acworth Farmers Market,Main and Lemon Streets,Acworth,Cobb,Georgia,,-84.6767,34.0657,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1001393,Ada Farmer's Market,12th Street and Townsend,Ada,Pontotoc,Oklahoma,74820,-96.679869,34.773589,,,,,,-,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,4/2/2014 10:18:53 AM,Private business parking lot,N,N,N,N,N,04/01/2010 to 11/31/2010,Wed: 7:00 AM-;Sat: 7:00 AM-;,,,,,,
1001083,Ada Farmers' Market,7239 Thornapple River Dr.,Ada,Kent,Michigan,49301,-85.4889683,42.95537150000001,http://www.adafarmersmarket.com,https://www.facebook.com/adafarmersmarket,https://twitter.com/AdaFarmersMkt,,,-,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,3/19/2015 11:44:10 AM,,Y,N,N,N,Y,06/09/2015 to 10/27/2015,Tue: 11:00 AM-4:00 PM;,,,,,,
1006969,AdairCo Farmers Market,"409 Fairground Street, Adair County co-op ext service parking lot",Columbia,Adair County,Kentucky,,-85.29700000000003,37.1043,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,,N,N,N,N,N,,,,,,,,
1010467,Adairsville Farmers' Market,7446 Ga 140,Adairsville,Bartow,Georgia,30103,-84.929569,34.375727000000005,http://www.adairsvillefarmersmarket.com,Adairsville Farmers Market,,,,Y,N,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,8/7/2014 10:08:33 AM,Private business parking lot,N,N,N,N,N,06/07/2014 to 09/27/2014,Sun: 8:00 AM-11:30 PM;,,,,,,
1011322,Adams County Farmers' Market Association (PA),Lincoln Square ,Gettysburg,Adams,Pennsylvania,17325,-77.23076400000002,39.830706,http://www.acfarmersmarkets.org,Adams County Farm Fresh Markets,,,,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,6/27/2016 4:23:25 PM,,Y,Y,N,Y,Y,05/19/2016,Thu: 2:00 PM-6:00 PM;,,,,,,
1011328,Adams County Farmers' Market Association (PA),1863 Gettysburg Village Dr,Gettysburg,Adams,Pennsylvania,17325,-77.201576,39.794081,http://www.acfarmersmarkets.org,Adams County Farm Fresh Markets,,,Instagram: adamscountyfarmfresh,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,Y,N,6/27/2016 3:54:21 PM,,Y,Y,N,Y,Y,05/01/2016 to 10/01/2016,Sat: 9:00 AM-2:00 PM;,,,,,,
1010354,Adams Farmers' & Artisans' Market,Adams Visitors Center  3 Hoosac St,Adams,Berkshire,Massachusetts,01220,-73.118003,42.6244919,,https://www.facebook.com/Adams.Farmers.Market,,,,Y,N,N,N,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,7/8/2014 11:11:58 AM,Private business parking lot,N,Y,N,Y,N,07/13/2014 to 09/14/2014,Sun: 11:00 AM-2:00 PM;,,,,,,
1008006,Adams Morgan Farmers Market,18th St. and Columbia Rd. NW,Washington,District of Columbia,District of Columbia,20009,-77.042643,38.922637,http://www.lickingcreekbendfarm.com,https://www.facebook.com/NeedmoreVeggies/timeline,,,https://www.instagram.com/lickingcreekbendfarm/,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,6/27/2016 2:58:04 PM,,Y,Y,Y,Y,Y,06/01/2016 to 12/24/2016,Sat: 8:00 AM-1:00 PM;,,,,,,
1008961,Adaptations' Fresh Feast,79-7500 Mamalahoa Highway,Kealakekua,Hawaii,Hawaii,96750,-155.923558,19.525757,http://www.adaptationsaloha.com,https://www.facebook.com/adaptationsaloha,https://twitter.com/MaureenDatta,,http://instagram.com/adaptationskona,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,3/13/2014 5:13:16 PM,Co-located with wholesale market facility,Y,N,N,N,Y,01/01/2013 to 12/31/2013,Mon: 8:00 AM-4:00 PM;Tue: 8:00 AM-4:00 PM;Wed: 8:00 AM-4:00 PM;Thu: 8:00 AM-4:00 PM;Fri: 8:00 AM-4:00 PM;Sun: 12:00 PM-4:00 PM;,,,,,,
1005109,Added Value Farm Stand at Governors Island,Gresham Rd,Brooklyn,Kings,New York,11231-1235,-74.0231,40.6875,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,,N,N,N,N,N,,,,,,,,
1002464,Addison Farmers Market,One Friendship Plaza,Addison,DuPage,Illinois,60101,-87.9934,41.9321,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1005741,Adel Farmers Market,Courthouse Square,Adel,Dallas,Iowa,50830,-94.0175,41.6144,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1005272,Adelanto Stadium Farmers Market,Hwy 395 & Rancho Drive,Victorville,San Bernardino,California,92392,-117.405,34.5593,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1009370,Adrian Farmers Market,115 Toledo Street,Adrian,,Michigan,49221,-84.0351,41.9002,,https://www.facebook.com/pages/Adrian-Farmers-Market/117334311628007,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,,Y,N,N,N,N,,,,,,,,
1011214,Aenon Baptist Church Farm Stand,175 Genesee Street,Rochester,Monroe,New York,14611,-77.63607640000002,43.1466026,,,,,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,6/8/2015 9:24:05 AM,,Y,Y,N,N,Y,,Wed: 11:00 AM-2:00 PM;,,,,,,
1008667,Afton Village Farmers Market,5401 Village Dr,Concord,Cabarrus,North Carolina,28027,-80.670172,35.414038,http://www.piedmont-farmersmarket.com,,,,,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,6/27/2013 1:53:54 PM,Other,Y,Y,N,N,N,01/01/2013 to 12/31/2013,Thu: 4:00 PM-7:00 PM;,,,,,,
1007586,AGH Wellness Committee Farmer's Market,9733 Healthway Drive,Berlin,Worcester,Maryland,21811,-75.2113,38.3388,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/23/2011 11:58:45 PM,,N,N,N,N,N,,,,,,,,
1012233,Agricenter International Farmers Market,7777 Walnut Grove Rd,Memphis,Shelby,Tennessee,38120,-89.8037477,35.128865999999995,http://www.agricenter.org/farmers-market/,https://www.facebook.com/farmersmarketmemphis/,https://twitter.com/Agricenter_Intl,,https://www.instagram.com/agricenterinternational/,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,7/5/2016 11:28:19 AM,,Y,Y,Y,Y,N,05/02/2016 to 10/01/2016,Mon: 7:30 AM-5:30 PM;Tue: 7:30 AM-5:30 PM;Wed: 7:30 AM-5:30 PM;Thu: 7:30 AM-5:30 PM;Fri: 7:30 AM-5:30 PM;Sat: 7:00 AM-5:30 PM;,,,,,,
1003562,Agritopia Farm Stand,3000 E. Ray Road (Higley & Ray),Gilbert,Maricopa,Arizona,85233,-111.726215,33.321658,http://www.thefarmatagritopia.com,https://www.facebook.com/TheFarmAtAgritopia,https://twitter.com/AgritopiaFarm,,https://instagram.com/agritopiafarm/,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,8/13/2015 12:14:20 AM,,Y,N,N,N,N,01/01/2015 to 12/31/2015,,,,,,,
1011830,Ahwatukee Farmers Market,4700 E. Warner Rd,Phoenix,Maricopa,Arizona,,-111.983242,33.331331,,,,,,-,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,3/25/2016 4:32:55 PM,,Y,Y,Y,Y,Y,,Sun: 9:00 AM-1:00 PM;,06/05/2016 to 09/25/2016,Sun: 8:00 AM-11:00 AM;,,,,
1000212,Aiken County Farmers Market,897 Richland Avenue East,Aiken,Aiken,South Carolina,29801,-81.7084941,33.55688189999999,http://www.VisitAikenSC.com,,,,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/17/2013 4:01:53 PM,Local government building grounds,N,N,N,N,N,,,,,,,,
1008054,Airport Farmers and Flea Market,17375 Spring Hill Dr,Brooksville,Hernando,Florida,34604,-82.441117,28.481140000000003,,https://www.facebook.com/pages/Airport-Farmers-and-Flea-Market/,,,,-,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,3/19/2015 11:45:37 AM,,Y,N,N,N,N,01/01/2015 to 12/31/2015,Sat: 8:00 AM-3:00 PM;Sun: 8:00 AM-3:00 PM;,,,,,,
1007542,Akebono Farmers’ Market,Akebono Parking Lot,Pahoa,Hawaii County,Hawaii,,-154.951,19.4975,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,,N,N,N,N,N,,,,,,,,
1011967,Akers of Strawberries,1054 Melton Road,Baker,Okaloosa,Florida,32531,-86.70128129999998,30.7986832,http://Www.akersofstrawberries.com,www.facebook.com/AkersofStrawberries,,,,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,5/18/2016 9:16:39 PM,,Y,Y,Y,N,Y,03/15/2016 to 07/31/2016,Mon: 9:00 AM-5:00 PM;Tue: 9:00 AM-5:00 PM;Wed: 9:00 AM-5:00 PM;Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-5:00 PM;Sat: 9:00 AM-5:00 PM;Sun: 12:00 PM-5:00 PM;,09/29/2016 to 11/06/2016,Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-11:00 PM;Sat: 9:00 AM-11:00 PM;Sun: 6:00 PM-;,01/01/2016 to 12/31/2016,Mon: 7:00 AM-5:00 PM;Tue: 7:00 AM-5:00 PM;Wed: 7:00 AM-5:00 PM;Thu: 7:00 AM-5:00 PM;Fri: 7:00 AM-5:00 PM;Sat: 7:00 AM-2:00 PM;,,
1001801,Akron Farmers Market,City Park,Akron,Plymouth,Iowa,51031,-96.5573,42.8309,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1005061,Akwesasne Farmers Market,"469 State Route 37, across from Akwesasne Sports",Hogansburg,Franklin,New York,,-74.6677,44.9739,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1004086,Alabama Gulf Coast Market,22250 Perdido Beach Boulevard,Gulf Shores,Baldwin,Alabama,36542,-87.65585,30.250746000000003,,,,,,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,1/25/2015 2:33:13 PM,,Y,N,N,Y,N,10/04/2014 to 07/25/2015,Sat: 8:00 AM-12:00 PM;,,,,,,
1008612,Alachua County Farmers' Market,5920 NW 13th Street,Gainesville,Alachua,Florida,32653,-82.352515,29.710665,http://www.441market.com,https://www.facebook.com/441acfmarket,,,http://pinterest.com/441market,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,6/27/2013 10:09:35 AM,Local government building grounds,Y,Y,N,Y,Y,01/01/2013 to 12/31/2013,Sun: 8:30 AM-1:00 PM;,,,,,,
1006312,Alamance County Farmers Market,200 S. Main St.,Burlington,Alamance,North Carolina,27215,-79.4357,36.0943,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1009019,Alameda Farmers' Market,Haight and Webster St.,Alameda,Alameda,California,,-122.276762,37.774248,http://www.pcfma.com,https://www.facebook.com/AlamedaFarmersMarket,,,,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,6/27/2016 12:57:44 PM,,Y,Y,N,N,N,01/01/2013 to 12/31/2013,Tue: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,
1004846,Alamo Farmers Market,Buckhorn Ranch Road,Alamo,Lincoln,Nevada,89001,-115.1435,37.33075,,,,,,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,6/11/2013 7:20:50 PM,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,Y,N,05/21/2013 to ,Tue: 10:00 AM-5:00 PM;Wed: 10:00 AM-5:00 PM;Thu: 10:00 AM-5:00 PM;Fri: 10:00 AM-5:00 PM;Sat: 10:00 AM-5:00 PM;Sun: -5:00 PM;,,,,,,
1011033,Alamogordo Farmers' Market -Downtown,919 New York Avenue ,Alamogordo ,Otero,New Mexico,88310,-105.9593384,32.8994771,http://www.localharvest.org/alamogordo-farmers-market-in-historic-downtown-M37997,https://www.facebook.com/AlamogordoFarmersMarket/,,,,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,6/27/2016 1:16:24 PM,,Y,N,Y,Y,Y,06/04/2016 to 10/29/2016,Sat: 9:00 AM-11:00 AM;,07/06/2016 to 09/28/2016,Wed: 5:00 PM-6:00 PM;,,,,
1004789,Alamogordo Otero County Farmers' Market,401 Fairgrounds Rd,Alamogordo,Otero,New Mexico,,-105.9606,32.92649,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,,,,http://www.localharvest.org/alamogordo-otero-county-farmers-produce-and-craft-market-alamogord-farmers-market-M2737,-,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,5/20/2014 5:04:12 PM,Local government building grounds,N,N,N,N,N,01/04/2014 to 12/20/2014,Sat: 8:30 AM-12:00 PM;,,,,,,
1004070,Alamosa Farmers Market,Corner of 6th Street and State Avenue's Municipal Parking Lot,Alamosa,Alamosa,Colorado,81101,-105.865236,37.468359,http://www.alamosafarmersmarket.org,https://www.facebook.com/pages/Alamosa-Farmers-Market/104375596315429?fref=ts,,,,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,3/19/2015 4:25:00 PM,,Y,N,Y,Y,Y,07/11/2015 to 10/10/2015,Sat: 8:00 AM-1:00 PM;,,,,,,
1004425,Albany  Downtown Farmers Market,Corner of W. Broad Ave. & N. Jackson St.,Albany,Dougherty,Georgia,31702,-84.15366,31.57684,http://www.eastbaker.net,,,,,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,5/24/2012 6:23:23 PM,Local government building grounds,Y,N,Y,N,N,May to December,Sat:8:00 AM - 2:00 PM;,,,,,,
1002175,Albany Farmers' Market,4th Avenue & Ellsworth Street,Albany,Linn,Oregon,97321,-123.1061,44.6349,http://www.locallygrown.org,https://www.facebook.com/Corvallis.Albany.Farmers.Markets,https://twitter.com/RebeccaCAFM,,https://www.flickr.com/photos/50026834@N04/sets/,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,6/28/2016 11:29:32 AM,,Y,Y,Y,Y,Y,04/16/2016 to 11/19/2016,Sat: 9:00 AM-1:00 PM;,,,,,,
1011108,Albert Lea Farmers Market,104 North Broadway,Albert Lea,Freeborn,Minnesota,,-93.368932,43.650895,http://albertleafarmersmarket.com,Albert Lea Farmers Market,,,,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,5/2/2015 9:49:27 AM,,Y,Y,Y,Y,Y,05/13/2015 to 10/31/2015,Wed: 4:00 PM-6:00 PM;,,,,,,
1003118,Alberta Farmers Market,1500 NE Alberta Street,Portland,Multnomah,Oregon,97211,-122.65,45.5591,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,,N,N,N,N,N,,,,,,,,
1004886,ALBERTA FARMERS MARKET,21724 Highway 5 ,ALBERTA,WILCOX,Alabama,36720,-87.4101,32.2319,,,,,,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,,N,N,N,N,N,,,,,,,,
